@relation jim-filtered-data-weka.filters.unsupervised.attribute.Remove-R9

@attribute channel_0 numeric
@attribute channel_1 numeric
@attribute channel_2 numeric
@attribute channel_3 numeric
@attribute channel_4 numeric
@attribute channel_5 numeric
@attribute channel_6 numeric
@attribute channel_7 numeric
@attribute class {0,70}

@data
0.060111,0.235012,0.168609,0.048577,0.060346,0.092718,0.023871,0.163526,70
0.060938,0.235583,0.169584,0.049275,0.06121,0.093621,0.024761,0.16335,70
0.060554,0.235454,0.169311,0.04898,0.060698,0.093306,0.024508,0.163207,70
0.059864,0.235064,0.168465,0.048373,0.059843,0.092554,0.023823,0.16327,70
0.059944,0.234903,0.168451,0.048421,0.060112,0.092581,0.023786,0.163501,70
0.060913,0.235556,0.169539,0.049249,0.061205,0.093585,0.024689,0.163424,70
0.060615,0.235524,0.169309,0.049047,0.060776,0.093404,0.024556,0.16325,70
0.059971,0.235139,0.168494,0.048483,0.060018,0.092694,0.023878,0.163221,70
0.059849,0.234837,0.16837,0.048327,0.05991,0.092483,0.023748,0.163447,70
0.06088,0.2355,0.169516,0.049213,0.06114,0.09352,0.024686,0.163425,70
0.060744,0.235581,0.16945,0.049146,0.060854,0.093504,0.024695,0.163254,70
0.060102,0.235217,0.16871,0.04863,0.060166,0.092858,0.024023,0.163164,70
0.059658,0.234805,0.168219,0.048235,0.059746,0.092367,0.02358,0.163354,70
0.060639,0.235262,0.169297,0.049047,0.061016,0.093322,0.024426,0.163339,70
0.060823,0.235593,0.169524,0.049193,0.060951,0.09357,0.024752,0.16326,70
0.060367,0.23543,0.168894,0.048765,0.060324,0.093022,0.024229,0.163323,70
0.059663,0.234901,0.168195,0.048184,0.059663,0.092339,0.023564,0.163395,70
0.060539,0.235221,0.169196,0.048887,0.060814,0.093131,0.024274,0.163464,70
0.060837,0.235612,0.169532,0.0492,0.061053,0.09359,0.024678,0.163263,70
0.060406,0.235447,0.169001,0.048833,0.06047,0.09313,0.024284,0.163242,70
0.059678,0.234952,0.168175,0.048201,0.059628,0.09236,0.023589,0.163333,70
0.060355,0.235136,0.168875,0.048724,0.060549,0.092941,0.024147,0.163499,70
0.060895,0.235586,0.169613,0.049224,0.061134,0.093641,0.024786,0.163256,70
0.060417,0.235385,0.169101,0.048871,0.060574,0.093211,0.024305,0.163162,70
0.05973,0.23494,0.168243,0.048226,0.059691,0.092425,0.023639,0.163249,70
0.060234,0.235074,0.168717,0.048581,0.060318,0.092777,0.024068,0.16357,70
0.060985,0.235619,0.169632,0.049262,0.061188,0.093647,0.024825,0.163362,70
0.060589,0.2355,0.169226,0.048968,0.060661,0.093316,0.024546,0.163227,70
0.059827,0.235095,0.168349,0.048355,0.059828,0.092543,0.023762,0.163224,70
0.059902,0.234901,0.168401,0.048378,0.060016,0.092522,0.023722,0.163448,70
0.060883,0.235492,0.169483,0.049188,0.06114,0.093519,0.024669,0.163344,70
0.060587,0.235504,0.169259,0.048999,0.06073,0.093353,0.024532,0.16319,70
0.059938,0.235158,0.168565,0.048447,0.059971,0.09266,0.023836,0.163168,70
0.059704,0.234786,0.168296,0.048201,0.059786,0.092358,0.023589,0.163326,70
0.060761,0.235377,0.169347,0.049077,0.061043,0.09341,0.024523,0.163336,70
0.060672,0.235514,0.169345,0.049043,0.060818,0.093434,0.024597,0.163212,70
0.060062,0.235207,0.168621,0.048539,0.060143,0.092789,0.023944,0.163144,70
0.059608,0.234815,0.168104,0.048128,0.05964,0.092281,0.023495,0.163358,70
0.060588,0.235279,0.1692,0.04893,0.060907,0.093234,0.024362,0.163329,70
0.060692,0.235512,0.169423,0.049052,0.060901,0.093477,0.024612,0.163124,70
0.060142,0.235245,0.168763,0.048611,0.060286,0.092904,0.024014,0.163088,70
0.059484,0.234776,0.168029,0.048053,0.059575,0.092221,0.023383,0.163224,70
0.060412,0.235092,0.168965,0.04875,0.060713,0.093033,0.024174,0.163313,70
0.060874,0.235563,0.169497,0.049134,0.060992,0.093556,0.024702,0.163295,70
0.060354,0.235357,0.168946,0.048755,0.060419,0.093078,0.02421,0.163205,70
0.059626,0.234905,0.168118,0.048135,0.059579,0.092324,0.023502,0.163316,70
0.060233,0.235024,0.168785,0.048621,0.060481,0.092874,0.023983,0.163427,70
0.060874,0.235536,0.169589,0.049185,0.06109,0.093629,0.024733,0.163237,70
0.060496,0.235441,0.16913,0.04885,0.060523,0.093222,0.024412,0.163203,70
0.059689,0.234979,0.16829,0.048195,0.05968,0.092409,0.023624,0.163232,70
0.059973,0.234897,0.168564,0.048395,0.060199,0.092603,0.023777,0.163389,70
0.060825,0.235491,0.169477,0.049131,0.061107,0.093537,0.024637,0.163234,70
0.060502,0.235466,0.169162,0.048896,0.060616,0.093269,0.024427,0.16317,70
0.059822,0.235072,0.168358,0.048291,0.059803,0.092539,0.023728,0.163196,70
0.059834,0.234842,0.168345,0.048245,0.059934,0.092461,0.023649,0.163415,70
0.060815,0.235473,0.169453,0.049087,0.061067,0.093482,0.02457,0.163313,70
0.060619,0.235492,0.169325,0.048961,0.060698,0.093388,0.024576,0.16316,70
0.059928,0.235132,0.168525,0.048416,0.05996,0.092692,0.023838,0.163136,70
0.05974,0.234874,0.168209,0.048203,0.059729,0.092373,0.023593,0.163436,70
0.060796,0.23542,0.16936,0.049069,0.061001,0.093405,0.024559,0.163388,70
0.060708,0.23555,0.1694,0.049072,0.060803,0.093475,0.024628,0.16322,70
0.060139,0.235271,0.168715,0.04861,0.060149,0.092873,0.024019,0.163182,70
0.05965,0.234864,0.168228,0.048183,0.059609,0.092324,0.023509,0.163386,70
0.060643,0.235343,0.169235,0.048997,0.06085,0.093244,0.024343,0.16344,70
0.060773,0.235575,0.169441,0.04915,0.06088,0.09356,0.02465,0.163214,70
0.060231,0.235328,0.168826,0.048713,0.060277,0.093021,0.024102,0.163151,70
0.059571,0.234874,0.168079,0.04815,0.059518,0.092325,0.023447,0.163328,70
0.060401,0.235158,0.168975,0.048815,0.060638,0.093082,0.024162,0.163401,70
0.060865,0.235546,0.169545,0.049206,0.060982,0.093639,0.024765,0.163224,70
0.060418,0.235378,0.169022,0.048842,0.060414,0.09317,0.024362,0.163187,70
0.059699,0.234957,0.168234,0.048235,0.059586,0.092421,0.023629,0.163353,70
0.060338,0.235188,0.168831,0.048723,0.060398,0.092912,0.024077,0.163615,70
0.060856,0.235637,0.169535,0.04922,0.061007,0.093599,0.024669,0.163303,70
0.060428,0.235447,0.169099,0.048887,0.060525,0.093226,0.024326,0.16316,70
0.059742,0.235004,0.168284,0.048282,0.059706,0.092498,0.023669,0.163214,70
0.060049,0.235017,0.168555,0.048494,0.060136,0.092687,0.02385,0.163503,70
0.060887,0.235567,0.169529,0.049214,0.061071,0.093612,0.024672,0.163296,70
0.060588,0.23546,0.169254,0.048975,0.060594,0.093373,0.024504,0.163151,70
0.059893,0.235053,0.168528,0.048382,0.059797,0.092635,0.02379,0.163179,70
0.059854,0.234892,0.168397,0.048346,0.059877,0.092504,0.023685,0.163456,70
0.060805,0.235434,0.16944,0.049171,0.061055,0.093541,0.024588,0.163255,70
0.060646,0.235508,0.169319,0.049048,0.060665,0.09345,0.024595,0.163172,70
0.060045,0.23524,0.168571,0.048541,0.059945,0.092786,0.023925,0.163229,70
0.059703,0.234846,0.168196,0.048228,0.059686,0.092391,0.023551,0.163414,70
0.060731,0.235438,0.169318,0.049084,0.060978,0.093392,0.024448,0.163408,70
0.060657,0.235524,0.16938,0.049065,0.060789,0.093468,0.024564,0.163171,70
0.060105,0.235222,0.1687,0.04858,0.060136,0.09287,0.023977,0.163106,70
0.059529,0.234767,0.168046,0.048081,0.059554,0.092267,0.023433,0.163217,70
0.060575,0.235281,0.169087,0.04892,0.060788,0.093187,0.024359,0.163359,70
0.060814,0.235622,0.169466,0.049135,0.060861,0.093534,0.024711,0.163269,70
0.06027,0.235342,0.168866,0.048693,0.060259,0.093006,0.024143,0.163176,70
0.059588,0.234854,0.168058,0.048104,0.059504,0.092284,0.023441,0.163321,70
0.060408,0.235129,0.168938,0.048751,0.060597,0.093015,0.024151,0.163428,70
0.060839,0.235581,0.169624,0.049165,0.060969,0.093584,0.024699,0.163228,70
0.060353,0.235382,0.16905,0.048784,0.06039,0.093114,0.024254,0.163112,70
0.059613,0.234905,0.168133,0.048133,0.059533,0.092363,0.023531,0.163198,70
0.060193,0.235052,0.168731,0.048577,0.060348,0.092833,0.02398,0.163448,70
0.060876,0.235584,0.169588,0.049189,0.061092,0.093642,0.024738,0.163249,70
0.060457,0.235444,0.169163,0.048874,0.060561,0.093276,0.02441,0.163136,70
0.059749,0.235038,0.168298,0.048269,0.059673,0.09251,0.023658,0.163233,70
0.059995,0.234938,0.168515,0.048436,0.060103,0.092648,0.023785,0.163427,70
0.060838,0.235489,0.169534,0.049176,0.061103,0.093594,0.024653,0.163216,70
0.060536,0.235512,0.169235,0.048975,0.060632,0.093351,0.02446,0.163185,70
0.059854,0.235181,0.168419,0.048432,0.059852,0.092637,0.023719,0.163228,70
0.059854,0.234944,0.168341,0.048359,0.059888,0.092497,0.023672,0.16349,70
0.06091,0.235527,0.169502,0.049212,0.06109,0.093534,0.024666,0.163402,70
0.06072,0.235601,0.169362,0.049099,0.06076,0.093457,0.024654,0.163255,70
0.060116,0.235289,0.168608,0.048583,0.060025,0.092795,0.024055,0.163251,70
0.059735,0.234912,0.168287,0.04823,0.059693,0.092373,0.02362,0.163438,70
0.060754,0.235426,0.169394,0.049071,0.060991,0.093362,0.024495,0.163397,70
0.060725,0.235522,0.169388,0.049086,0.06083,0.093505,0.024646,0.163164,70
0.060192,0.235304,0.168739,0.048646,0.060177,0.092921,0.024089,0.16316,70
0.059604,0.234844,0.168117,0.048159,0.059608,0.092318,0.023514,0.163298,70
0.060644,0.235292,0.16915,0.048963,0.060823,0.093222,0.024364,0.163459,70
0.060909,0.235714,0.169556,0.049221,0.060927,0.093609,0.024807,0.163323,70
0.06035,0.235461,0.168922,0.0488,0.06033,0.093074,0.024233,0.163219,70
0.059652,0.234988,0.168126,0.048215,0.059555,0.092341,0.023542,0.163366,70
0.060443,0.235204,0.168988,0.048818,0.060571,0.093039,0.02423,0.163461,70
0.060931,0.235667,0.169613,0.049258,0.061016,0.093642,0.024807,0.163271,70
0.060461,0.235456,0.169098,0.048886,0.060471,0.093186,0.024375,0.163177,70
0.059716,0.235008,0.168245,0.048257,0.05961,0.092414,0.023626,0.163287,70
0.060226,0.235191,0.168745,0.048658,0.060337,0.09281,0.023973,0.163574,70
0.060925,0.235653,0.16968,0.04924,0.06109,0.093609,0.024738,0.163333,70
0.060562,0.235505,0.169231,0.048921,0.060562,0.093267,0.024495,0.163228,70
0.059848,0.235137,0.168307,0.04834,0.059747,0.092556,0.023769,0.163291,70
0.060063,0.235052,0.168496,0.048459,0.060097,0.092654,0.023876,0.163546,70
0.060959,0.235614,0.169587,0.049219,0.061125,0.093632,0.024757,0.163351,70
0.060623,0.235565,0.169325,0.048991,0.060652,0.093409,0.024565,0.163208,70
0.059926,0.235195,0.16851,0.048434,0.059885,0.092701,0.023839,0.163218,70
0.059955,0.234985,0.16839,0.048363,0.059877,0.092547,0.023793,0.163573,70
0.060956,0.235592,0.169513,0.049216,0.061092,0.093568,0.024716,0.163476,70
0.060729,0.235609,0.169399,0.049084,0.060766,0.093489,0.024661,0.16326,70
0.060012,0.235214,0.168606,0.048538,0.060056,0.092804,0.023901,0.163159,70
0.059579,0.234818,0.168129,0.04816,0.059672,0.092323,0.023472,0.163313,70
0.060603,0.235326,0.169237,0.048992,0.060956,0.093301,0.024393,0.16327,70
0.060637,0.23551,0.169425,0.049059,0.060845,0.093472,0.024558,0.163119,70
0.060152,0.235308,0.168866,0.048634,0.060205,0.092906,0.024058,0.163144,70
0.059623,0.234923,0.168138,0.048151,0.059582,0.092328,0.023561,0.163358,70
0.060537,0.235314,0.169137,0.048913,0.0608,0.09323,0.024333,0.163384,70
0.060862,0.235671,0.169566,0.04919,0.060969,0.093645,0.024773,0.163258,70
0.060394,0.23547,0.16898,0.048784,0.06038,0.093121,0.02428,0.163252,70
0.059649,0.23497,0.168184,0.048171,0.059567,0.092378,0.023559,0.163335,70
0.060363,0.235131,0.168923,0.048717,0.060552,0.092992,0.024149,0.163381,70
0.060927,0.23564,0.169579,0.04919,0.06102,0.093621,0.024801,0.163237,70
0.060477,0.235469,0.169072,0.048848,0.060456,0.09318,0.02439,0.163191,70
0.059741,0.235059,0.168207,0.048234,0.059588,0.0924,0.023682,0.163317,70
0.060132,0.235063,0.168649,0.048535,0.060219,0.092727,0.023913,0.163458,70
0.060935,0.235607,0.169612,0.049226,0.06107,0.093626,0.024783,0.163277,70
0.060626,0.235589,0.169262,0.048986,0.060554,0.093332,0.024563,0.163249,70
0.059904,0.235194,0.168399,0.048389,0.059717,0.092571,0.023836,0.1633,70
0.060042,0.235094,0.168546,0.048481,0.059987,0.092628,0.023885,0.163556,70
0.060908,0.235601,0.169663,0.049222,0.06106,0.093576,0.02471,0.163341,70
0.060647,0.235551,0.169385,0.04902,0.060679,0.093409,0.024602,0.163196,70
0.059968,0.235183,0.168517,0.048447,0.059906,0.092723,0.023879,0.163193,70
0.059764,0.234904,0.168293,0.04826,0.059799,0.092458,0.023637,0.163368,70
0.060696,0.23544,0.169384,0.049092,0.06102,0.093445,0.024453,0.163237,70
0.060702,0.235614,0.169378,0.049072,0.060734,0.093462,0.024567,0.163269,70
0.060143,0.235326,0.168706,0.048581,0.060051,0.092858,0.024045,0.163258,70
0.059723,0.234936,0.168206,0.048191,0.059623,0.09238,0.02361,0.163441,70
0.060774,0.235415,0.169331,0.049027,0.06091,0.093376,0.024522,0.163443,70
0.060843,0.235634,0.169519,0.049143,0.060848,0.09359,0.02475,0.163281,70
0.060318,0.235396,0.168875,0.048717,0.060203,0.093017,0.024199,0.163239,70
0.059697,0.234943,0.168175,0.04819,0.059547,0.092364,0.023593,0.163405,70
0.060601,0.235312,0.169082,0.048908,0.060713,0.09317,0.024355,0.163479,70
0.060876,0.235647,0.169569,0.049188,0.060907,0.093607,0.024768,0.163261,70
0.060353,0.235425,0.169074,0.048785,0.060325,0.093078,0.024231,0.16319,70
0.059614,0.234966,0.168132,0.048164,0.059516,0.092316,0.023494,0.163298,70
0.060335,0.235165,0.168844,0.048702,0.060454,0.092938,0.02411,0.163439,70
0.060922,0.235612,0.16958,0.0492,0.061,0.09362,0.024817,0.163243,70
0.060484,0.235458,0.1691,0.048854,0.060467,0.093202,0.024413,0.163179,70
0.059734,0.235083,0.168211,0.048237,0.059609,0.092413,0.02363,0.163307,70
0.060154,0.235119,0.168642,0.048544,0.060215,0.092722,0.023951,0.163512,70
0.060944,0.235657,0.16958,0.04922,0.061079,0.09359,0.024774,0.163318,70
0.060556,0.235505,0.169207,0.048914,0.06054,0.093262,0.024505,0.163149,70
0.059825,0.235106,0.16834,0.048298,0.059709,0.092494,0.023745,0.163209,70
0.059937,0.235027,0.168425,0.048377,0.059965,0.092523,0.02376,0.163495,70
0.060892,0.235588,0.169501,0.04916,0.061087,0.093511,0.024665,0.163323,70
0.060624,0.235564,0.169291,0.048966,0.060677,0.093346,0.024555,0.163189,70
0.059965,0.235205,0.168501,0.048418,0.059886,0.092646,0.023843,0.163188,70
0.059745,0.234879,0.168318,0.048194,0.059709,0.092335,0.023587,0.163394,70
0.060814,0.235468,0.169433,0.049087,0.060961,0.093398,0.024588,0.163345,70
0.060683,0.235567,0.169307,0.049027,0.060712,0.093411,0.024631,0.163151,70
0.060083,0.235265,0.168612,0.048544,0.060034,0.092785,0.023959,0.163138,70
0.059655,0.234872,0.168143,0.048144,0.059571,0.092287,0.023538,0.163372,70
0.060638,0.235352,0.169233,0.048957,0.06084,0.093237,0.024425,0.163335,70
0.0607,0.235608,0.169433,0.049087,0.060811,0.093469,0.02463,0.16313,70
0.060208,0.23532,0.168836,0.048646,0.060197,0.092928,0.024142,0.163053,70
0.059679,0.234948,0.168151,0.048149,0.059493,0.092292,0.023579,0.163388,70
0.060501,0.235313,0.169035,0.048846,0.060632,0.093075,0.024223,0.163472,70
0.060792,0.23557,0.16948,0.049115,0.060878,0.093535,0.024652,0.163143,70
0.060417,0.235478,0.168959,0.048775,0.060315,0.09308,0.024273,0.163257,70
0.059662,0.235014,0.16816,0.048158,0.059517,0.092335,0.023556,0.16335,70
0.060273,0.235118,0.168915,0.048626,0.060381,0.092852,0.024067,0.163412,70
0.060875,0.235575,0.169593,0.049139,0.060957,0.093525,0.024746,0.163212,70
0.060402,0.235428,0.16899,0.048787,0.060395,0.093129,0.024332,0.163106,70
0.059737,0.23506,0.168212,0.048217,0.059579,0.09242,0.023654,0.163248,70
0.060093,0.23507,0.16858,0.048483,0.060143,0.092683,0.023902,0.163462,70
0.06088,0.235601,0.169518,0.049157,0.061025,0.093554,0.024703,0.163248,70
0.060545,0.235492,0.169198,0.048891,0.06055,0.093275,0.024482,0.163138,70
0.05982,0.235075,0.16836,0.048294,0.05974,0.092546,0.023745,0.163128,70
0.059891,0.23497,0.168349,0.048321,0.059911,0.09249,0.023747,0.163414,70
0.060856,0.235548,0.169477,0.049137,0.061038,0.093504,0.024637,0.163303,70
0.060626,0.235579,0.169289,0.048982,0.060638,0.093381,0.024533,0.163188,70
0.059928,0.235211,0.168479,0.048404,0.059856,0.092658,0.023815,0.163129,70
0.05971,0.234898,0.168246,0.04818,0.059671,0.092352,0.023597,0.163363,70
0.060748,0.235464,0.169437,0.049048,0.060962,0.093356,0.024478,0.163343,70
0.060682,0.235576,0.169404,0.049023,0.060732,0.093408,0.024619,0.16317,70
0.060113,0.23527,0.168674,0.048531,0.060038,0.092829,0.024042,0.163121,70
0.059619,0.234857,0.168109,0.048095,0.059531,0.092285,0.023536,0.163321,70
0.060603,0.235293,0.169164,0.048903,0.060781,0.093226,0.024334,0.163341,70
0.060775,0.235551,0.169452,0.049059,0.060774,0.09351,0.024704,0.16315,70
0.060253,0.235347,0.168853,0.048647,0.060178,0.092982,0.024175,0.163131,70
0.059589,0.234905,0.168096,0.048073,0.059492,0.092263,0.023494,0.163317,70
0.06045,0.235233,0.168996,0.048776,0.06055,0.093051,0.024193,0.163423,70
0.060847,0.235649,0.169507,0.049141,0.060878,0.093557,0.024691,0.163258,70
0.060336,0.235429,0.168958,0.048749,0.06025,0.093073,0.024205,0.16316,70
0.05965,0.234962,0.168139,0.048121,0.059418,0.092313,0.023554,0.16325,70
0.060339,0.235115,0.16882,0.048618,0.060319,0.092867,0.024127,0.163441,70
0.060908,0.235598,0.169565,0.049162,0.060954,0.093589,0.024758,0.163214,70
0.060456,0.235497,0.169084,0.04884,0.060464,0.093152,0.02434,0.163139,70
0.059736,0.235076,0.168366,0.04823,0.059583,0.092384,0.023625,0.163226,70
0.060066,0.235001,0.168632,0.048449,0.060032,0.092666,0.02389,0.163409,70
0.060872,0.235574,0.169505,0.049163,0.06098,0.093575,0.024731,0.163206,70
0.060553,0.235529,0.169192,0.048912,0.060483,0.0933,0.024501,0.163127,70
0.059885,0.235136,0.168397,0.048338,0.059698,0.092574,0.023758,0.163205,70
0.059876,0.234868,0.168361,0.048266,0.059787,0.092477,0.023705,0.163389,70
0.060898,0.235578,0.169489,0.049139,0.060952,0.093515,0.024648,0.163361,70
0.06071,0.235676,0.16936,0.04902,0.06059,0.093421,0.024613,0.163248,70
0.060089,0.23534,0.168599,0.04849,0.05985,0.092746,0.023966,0.163255,70
0.059761,0.23496,0.168231,0.048212,0.059599,0.092367,0.023612,0.163431,70
0.06074,0.235455,0.169347,0.049037,0.060838,0.093381,0.024475,0.163326,70
0.060722,0.235628,0.169405,0.049049,0.060663,0.093471,0.024634,0.163198,70
0.060115,0.235314,0.168742,0.048555,0.060024,0.092859,0.024023,0.163115,70
0.059623,0.234843,0.168204,0.048083,0.059449,0.092279,0.023495,0.163302,70
0.060578,0.235344,0.16914,0.048891,0.060699,0.0932,0.024266,0.163369,70
0.060793,0.235648,0.169441,0.049087,0.06078,0.093552,0.024674,0.163191,70
0.060334,0.235409,0.168878,0.048677,0.060174,0.093036,0.024254,0.163136,70
0.059638,0.234937,0.168084,0.048092,0.059388,0.092309,0.023548,0.163291,70
0.060476,0.235297,0.168954,0.048782,0.060494,0.093055,0.02421,0.163457,70
0.060893,0.235706,0.169491,0.049171,0.060877,0.093612,0.024759,0.163243,70
0.060425,0.235492,0.169011,0.048805,0.060333,0.093164,0.024318,0.163146,70
0.059669,0.235003,0.168166,0.048152,0.059453,0.092389,0.023564,0.163234,70
0.060259,0.235132,0.168751,0.0486,0.060241,0.092862,0.024014,0.163443,70
0.060882,0.235619,0.16954,0.049155,0.060935,0.09361,0.02469,0.163212,70
0.060453,0.235437,0.169116,0.04881,0.060384,0.093232,0.02437,0.163059,70
0.059766,0.23505,0.168283,0.048215,0.059552,0.092487,0.023638,0.163184,70
0.060052,0.235026,0.16854,0.048415,0.059989,0.092665,0.023834,0.163432,70
0.060854,0.235569,0.169603,0.049139,0.060968,0.093578,0.024661,0.163189,70
0.060593,0.235534,0.169343,0.048926,0.060488,0.093327,0.02452,0.163146,70
0.059912,0.235163,0.168418,0.048336,0.059691,0.092616,0.023796,0.163181,70
0.059848,0.234946,0.168328,0.048256,0.059746,0.092481,0.023683,0.163397,70
0.060822,0.235499,0.169444,0.049102,0.060941,0.093505,0.024582,0.163246,70
0.060616,0.235497,0.169325,0.048965,0.06059,0.093418,0.024555,0.163054,70
0.059999,0.235229,0.168567,0.048452,0.059883,0.092739,0.023879,0.163078,70
0.059663,0.234894,0.168171,0.048153,0.059565,0.09233,0.023501,0.163354,70
0.060642,0.235366,0.169284,0.048974,0.060807,0.093326,0.024387,0.163224,70
0.06065,0.235486,0.169344,0.04898,0.060657,0.093422,0.024526,0.163059,70
0.060153,0.235295,0.168701,0.048551,0.060014,0.092852,0.023997,0.163132,70
0.059604,0.234925,0.168075,0.048083,0.059398,0.092258,0.02343,0.163347,70
0.060651,0.235314,0.16915,0.048868,0.060694,0.093189,0.024344,0.163405,70
0.060914,0.235678,0.169556,0.049126,0.060816,0.093586,0.024805,0.163255,70
0.060366,0.235493,0.168998,0.0487,0.060216,0.093028,0.024238,0.163228,70
0.059633,0.234982,0.168185,0.04809,0.059411,0.092267,0.02352,0.163298,70
0.060443,0.235233,0.168876,0.048718,0.060465,0.092962,0.02421,0.163413,70
0.060853,0.235616,0.169446,0.049114,0.060866,0.093482,0.02472,0.163169,70
0.060416,0.235417,0.168997,0.048774,0.060296,0.093123,0.024308,0.163111,70
0.059682,0.234972,0.16818,0.048162,0.059461,0.092386,0.023603,0.163202,70
0.060204,0.23506,0.168694,0.048553,0.060217,0.092782,0.023972,0.163386,70
0.060884,0.235617,0.169525,0.049174,0.060924,0.09358,0.024676,0.163221,70
0.060472,0.235504,0.169107,0.048877,0.060422,0.093228,0.024345,0.163109,70
0.05976,0.235099,0.168255,0.048272,0.059574,0.092465,0.023617,0.163175,70
0.060008,0.235012,0.168482,0.048426,0.05994,0.092596,0.023795,0.163412,70
0.06087,0.235572,0.169481,0.049167,0.060966,0.093542,0.024651,0.163235,70
0.060549,0.235541,0.169192,0.048943,0.060521,0.093298,0.024439,0.163143,70
0.059838,0.235154,0.16839,0.048357,0.059721,0.092553,0.023671,0.163131,70
0.059788,0.234906,0.168287,0.048247,0.059666,0.092389,0.023575,0.163363,70
0.060818,0.235496,0.169538,0.049114,0.060914,0.093462,0.024599,0.163237,70
0.060571,0.235518,0.169359,0.04899,0.060596,0.093381,0.024528,0.163022,70
0.060085,0.235216,0.168574,0.048486,0.059857,0.092753,0.023919,0.163127,70
0.059724,0.234856,0.168176,0.04815,0.059544,0.09233,0.023558,0.163357,70
0.060689,0.23539,0.169253,0.048999,0.060828,0.093334,0.02441,0.163282,70
0.06075,0.235609,0.16937,0.049058,0.060695,0.09349,0.024657,0.163134,70
0.060244,0.23539,0.168751,0.048608,0.060012,0.092894,0.024147,0.163166,70
0.059683,0.23496,0.168171,0.048132,0.059436,0.092305,0.023568,0.163364,70
0.060626,0.235343,0.169147,0.048886,0.060666,0.093201,0.024335,0.163445,70
0.060825,0.235658,0.169487,0.049118,0.06077,0.093571,0.024699,0.1632,70
0.060362,0.235485,0.16897,0.048754,0.060241,0.093073,0.024235,0.163183,70
0.059639,0.234996,0.168155,0.048147,0.059399,0.092311,0.023496,0.1633,70
0.060426,0.235245,0.168925,0.048758,0.06039,0.092987,0.024162,0.163435,70
0.060916,0.235669,0.169583,0.049214,0.060912,0.093636,0.024772,0.163196,70
0.060438,0.235466,0.16912,0.04885,0.060337,0.093189,0.02433,0.163112,70
0.059718,0.234996,0.168341,0.0482,0.059451,0.09238,0.023618,0.163194,70
0.060243,0.235088,0.168743,0.048582,0.060142,0.092785,0.024037,0.163419,70
0.060972,0.235672,0.169574,0.049257,0.060946,0.093658,0.02478,0.163267,70
0.060597,0.235571,0.169201,0.048967,0.060454,0.093319,0.024479,0.163151,70
0.059798,0.235116,0.168329,0.048307,0.059577,0.092504,0.023633,0.16315,70
0.059993,0.235006,0.168489,0.04841,0.059894,0.09257,0.023743,0.16339,70
0.060948,0.2356,0.169545,0.049215,0.060993,0.093583,0.024727,0.163268,70
0.060623,0.235537,0.169253,0.049012,0.060521,0.093389,0.024546,0.163108,70
0.059933,0.235148,0.168428,0.048407,0.059697,0.092617,0.023815,0.163078,70
0.059805,0.234903,0.168284,0.048243,0.059611,0.092379,0.023598,0.163332,70
0.060764,0.235435,0.169361,0.04909,0.060866,0.09342,0.024506,0.163204,70
0.060685,0.235561,0.169331,0.049064,0.06062,0.093452,0.024594,0.163109,70
0.060126,0.23525,0.168679,0.048556,0.05989,0.092824,0.024006,0.163111,70
0.059696,0.234922,0.168227,0.048178,0.059441,0.092338,0.023544,0.163358,70
0.060716,0.235404,0.169318,0.049009,0.060769,0.09336,0.024448,0.163328,70
0.060737,0.235549,0.169516,0.049069,0.060703,0.093549,0.024658,0.163066,70
0.060278,0.235412,0.16888,0.048662,0.060049,0.092948,0.024108,0.163207,70
0.059629,0.234938,0.168111,0.048109,0.05937,0.092278,0.023458,0.163334,70
0.060547,0.23529,0.169076,0.048865,0.060568,0.09315,0.024232,0.163362,70
0.06085,0.235643,0.169482,0.049153,0.060788,0.093601,0.024693,0.163176,70
0.060349,0.235419,0.168925,0.048755,0.060204,0.093089,0.024179,0.163116,70
0.059626,0.234933,0.168163,0.048127,0.059388,0.092325,0.023487,0.163202,70
0.060363,0.235144,0.168913,0.048689,0.060377,0.092947,0.024092,0.163345,70
0.060925,0.235636,0.169574,0.049203,0.06091,0.093642,0.02475,0.163192,70
0.060458,0.235481,0.169072,0.048861,0.060358,0.093202,0.024309,0.163115,70
0.05969,0.235029,0.168224,0.048231,0.059459,0.092418,0.023506,0.163157,70
0.060178,0.235041,0.16866,0.048549,0.060081,0.092747,0.023948,0.163365,70
0.060975,0.235626,0.169509,0.049228,0.060941,0.093619,0.024809,0.163253,70
0.060568,0.235538,0.169173,0.048922,0.060408,0.0933,0.024455,0.16318,70
0.059839,0.235137,0.168362,0.048324,0.059556,0.092529,0.023698,0.163202,70
0.059996,0.235016,0.1685,0.048414,0.059856,0.092573,0.023767,0.163446,70
0.060929,0.235607,0.16956,0.049206,0.060954,0.093566,0.024675,0.163302,70
0.060636,0.235581,0.169362,0.049,0.060537,0.093366,0.02451,0.163163,70
0.059953,0.235173,0.168494,0.048414,0.059754,0.09266,0.023796,0.163113,70
0.059804,0.234845,0.168296,0.048213,0.059609,0.092422,0.023637,0.163321,70
0.06086,0.235524,0.16943,0.049129,0.06089,0.093489,0.024588,0.163317,70
0.060698,0.235578,0.169385,0.049071,0.060637,0.093493,0.024621,0.163095,70
0.06013,0.235224,0.168688,0.048561,0.059928,0.092856,0.023964,0.163066,70
